series_id,ds,y,is_holiday,is_promo,is_month_start,is_month_end
dept_a,2026-01-01,659,1,0,1,0
dept_a,2026-01-02,385,0,0,1,0
dept_a,2026-01-03,320,0,0,0,0
dept_a,2026-01-04,362,0,0,0,0
dept_a,2026-01-05,415,0,0,0,0
dept_a,2026-01-06,510,0,0,0,0
dept_a,2026-01-07,510,0,0,0,0
dept_a,2026-01-08,486,0,0,0,0
dept_a,2026-01-09,391,0,0,0,0
dept_a,2026-01-10,367,0,0,0,0
dept_a,2026-01-11,528,0,1,0,0
dept_a,2026-01-12,581,0,1,0,0
dept_a,2026-01-13,676,0,1,0,0
dept_a,2026-01-14,676,0,1,0,0
dept_a,2026-01-15,492,0,0,0,0
dept_a,2026-01-16,397,0,0,0,0
dept_a,2026-01-17,373,0,0,0,0
dept_a,2026-01-18,373,0,0,0,0
dept_a,2026-01-19,689,1,0,0,0
dept_a,2026-01-20,522,0,0,0,0
dept_a,2026-01-21,564,0,0,0,0
dept_a,2026-01-22,498,0,0,0,0
dept_a,2026-01-23,403,0,0,0,0
dept_a,2026-01-24,379,0,0,0,0
dept_a,2026-01-25,379,0,0,0,0
dept_a,2026-01-26,474,0,0,0,0
dept_a,2026-01-27,528,0,0,0,0
dept_a,2026-01-28,570,0,0,0,0
dept_a,2026-01-29,504,0,0,0,1
dept_a,2026-01-30,451,0,0,0,1
dept_a,2026-01-31,385,0,0,0,1
dept_a,2026-02-01,417,0,0,1,0
dept_a,2026-02-02,512,0,0,1,0
dept_a,2026-02-03,565,0,0,0,0
dept_a,2026-02-04,607,0,0,0,0
dept_a,2026-02-05,541,0,0,0,0
dept_a,2026-02-06,488,0,0,0,0
dept_a,2026-02-07,422,0,0,0,0
dept_a,2026-02-08,624,0,1,0,0
dept_a,2026-02-09,678,0,1,0,0
dept_a,2026-02-10,773,0,1,0,0
dept_a,2026-02-11,773,0,1,0,0
dept_a,2026-02-12,547,0,0,0,0
dept_a,2026-02-13,494,0,0,0,0
dept_a,2026-02-14,428,0,0,0,0
dept_a,2026-02-15,470,0,0,0,0
dept_a,2026-02-16,744,1,0,0,0
dept_a,2026-02-17,619,0,0,0,0
dept_a,2026-02-18,619,0,0,0,0
dept_a,2026-02-19,595,0,0,0,0
dept_a,2026-02-20,500,0,0,0,0
dept_a,2026-02-21,476,0,0,0,0
dept_a,2026-02-22,476,0,0,0,0
dept_a,2026-02-23,529,0,0,0,0
dept_a,2026-02-24,624,0,0,0,0
dept_a,2026-02-25,625,0,0,0,0
dept_a,2026-02-26,601,0,0,0,0
dept_a,2026-02-27,506,0,0,0,0
dept_a,2026-02-28,482,0,0,0,0
dept_a,2026-03-01,513,0,0,1,0
dept_a,2026-03-02,609,0,0,1,0
dept_a,2026-03-03,662,0,0,0,0
dept_a,2026-03-04,662,0,0,0,0
dept_a,2026-03-05,638,0,0,0,0
dept_a,2026-03-06,543,0,0,0,0
dept_a,2026-03-07,519,0,0,0,0
dept_a,2026-03-08,679,0,1,0,0
dept_a,2026-03-09,774,0,1,0,0
dept_a,2026-03-10,828,0,1,0,0
dept_a,2026-03-11,870,0,1,0,0
dept_a,2026-03-12,644,0,0,0,0
dept_a,2026-03-13,591,0,0,0,0
dept_a,2026-03-14,525,0,0,0,0
dept_a,2026-03-15,525,0,0,0,0
dept_a,2026-03-16,620,0,0,0,0
dept_a,2026-03-17,674,0,0,0,0
dept_a,2026-03-18,716,0,0,0,0
dept_a,2026-03-19,650,0,0,0,0
dept_a,2026-03-20,597,0,0,0,0
dept_a,2026-03-21,531,0,0,0,0
dept_a,2026-03-22,573,0,0,0,0
dept_a,2026-03-23,626,0,0,0,0
dept_a,2026-03-24,721,0,0,0,0
dept_a,2026-03-25,721,0,0,0,0
dept_a,2026-03-26,656,0,0,0,0
dept_a,2026-03-27,602,0,0,0,0
dept_a,2026-03-28,537,0,0,0,0
dept_a,2026-03-29,579,0,0,0,1
dept_a,2026-03-30,632,0,0,0,1
dept_a,2026-03-31,727,0,0,0,1
dept_b,2026-01-01,29380,1,0,1,0
dept_b,2026-01-02,20390,0,0,1,0
dept_b,2026-01-03,17320,0,0,0,0
dept_b,2026-01-04,19290,0,0,0,0
dept_b,2026-01-05,21770,0,0,0,0
dept_b,2026-01-06,26210,0,0,0,0
dept_b,2026-01-07,26230,0,0,0,0
dept_b,2026-01-08,25110,0,0,0,0
dept_b,2026-01-09,20670,0,0,0,0
dept_b,2026-01-10,19550,0,0,0,0
dept_b,2026-01-11,27570,0,1,0,0
dept_b,2026-01-12,30050,0,1,0,0
dept_b,2026-01-13,34490,0,1,0,0
dept_b,2026-01-14,34510,0,1,0,0
dept_b,2026-01-15,25390,0,0,0,0
dept_b,2026-01-16,20950,0,0,0,0
dept_b,2026-01-17,19830,0,0,0,0
dept_b,2026-01-18,19850,0,0,0,0
dept_b,2026-01-19,30790,1,0,0,0
dept_b,2026-01-20,26770,0,0,0,0
dept_b,2026-01-21,28740,0,0,0,0
dept_b,2026-01-22,25670,0,0,0,0
dept_b,2026-01-23,21230,0,0,0,0
dept_b,2026-01-24,20110,0,0,0,0
dept_b,2026-01-25,20130,0,0,0,0
dept_b,2026-01-26,24570,0,0,0,0
dept_b,2026-01-27,27050,0,0,0,0
dept_b,2026-01-28,29020,0,0,0,0
dept_b,2026-01-29,25950,0,0,0,1
dept_b,2026-01-30,23460,0,0,0,1
dept_b,2026-01-31,20390,0,0,0,1
dept_b,2026-02-01,21880,0,0,1,0
dept_b,2026-02-02,26320,0,0,1,0
dept_b,2026-02-03,28800,0,0,0,0
dept_b,2026-02-04,30770,0,0,0,0
dept_b,2026-02-05,27700,0,0,0,0
dept_b,2026-02-06,25210,0,0,0,0
dept_b,2026-02-07,22140,0,0,0,0
dept_b,2026-02-08,32110,0,1,0,0
dept_b,2026-02-09,34600,0,1,0,0
dept_b,2026-02-10,39040,0,1,0,0
dept_b,2026-02-11,39050,0,1,0,0
dept_b,2026-02-12,27980,0,0,0,0
dept_b,2026-02-13,25490,0,0,0,0
dept_b,2026-02-14,22420,0,0,0,0
dept_b,2026-02-15,24390,0,0,0,0
dept_b,2026-02-16,33380,1,0,0,0
dept_b,2026-02-17,31320,0,0,0,0
dept_b,2026-02-18,31330,0,0,0,0
dept_b,2026-02-19,30210,0,0,0,0
dept_b,2026-02-20,25770,0,0,0,0
dept_b,2026-02-21,24660,0,0,0,0
dept_b,2026-02-22,24670,0,0,0,0
dept_b,2026-02-23,27160,0,0,0,0
dept_b,2026-02-24,31600,0,0,0,0
dept_b,2026-02-25,31610,0,0,0,0
dept_b,2026-02-26,30490,0,0,0,0
dept_b,2026-02-27,26050,0,0,0,0
dept_b,2026-02-28,24940,0,0,0,0
dept_b,2026-03-01,26420,0,0,1,0
dept_b,2026-03-02,30860,0,0,1,0
dept_b,2026-03-03,33350,0,0,0,0
dept_b,2026-03-04,33360,0,0,0,0
dept_b,2026-03-05,32240,0,0,0,0
dept_b,2026-03-06,27800,0,0,0,0
dept_b,2026-03-07,26690,0,0,0,0
dept_b,2026-03-08,34700,0,1,0,0
dept_b,2026-03-09,39140,0,1,0,0
dept_b,2026-03-10,41630,0,1,0,0
dept_b,2026-03-11,43590,0,1,0,0
dept_b,2026-03-12,32520,0,0,0,0
dept_b,2026-03-13,30030,0,0,0,0
dept_b,2026-03-14,26970,0,0,0,0
dept_b,2026-03-15,26980,0,0,0,0
dept_b,2026-03-16,31420,0,0,0,0
dept_b,2026-03-17,33910,0,0,0,0
dept_b,2026-03-18,35870,0,0,0,0
dept_b,2026-03-19,32800,0,0,0,0
dept_b,2026-03-20,30310,0,0,0,0
dept_b,2026-03-21,27250,0,0,0,0
dept_b,2026-03-22,29210,0,0,0,0
dept_b,2026-03-23,31700,0,0,0,0
dept_b,2026-03-24,36140,0,0,0,0
dept_b,2026-03-25,36150,0,0,0,0
dept_b,2026-03-26,33080,0,0,0,0
dept_b,2026-03-27,30590,0,0,0,0
dept_b,2026-03-28,27530,0,0,0,0
dept_b,2026-03-29,29490,0,0,0,1
dept_b,2026-03-30,31980,0,0,0,1
dept_b,2026-03-31,36420,0,0,0,1
dept_c,2026-01-01,1258000,1,0,1,0
dept_c,2026-01-02,998000,0,0,1,0
dept_c,2026-01-03,899000,0,0,0,0
dept_c,2026-01-04,962000,0,0,0,0
dept_c,2026-01-05,1042000,0,0,0,0
dept_c,2026-01-06,1185000,0,0,0,0
dept_c,2026-01-07,1185000,0,0,0,0
dept_c,2026-01-08,1149000,0,0,0,0
dept_c,2026-01-09,1006000,0,0,0,0
dept_c,2026-01-10,970000,0,0,0,0
dept_c,2026-01-11,1190000,0,1,0,0
dept_c,2026-01-12,1270000,0,1,0,0
dept_c,2026-01-13,1413000,0,1,0,0
dept_c,2026-01-14,1413000,0,1,0,0
dept_c,2026-01-15,1157000,0,0,0,0
dept_c,2026-01-16,1014000,0,0,0,0
dept_c,2026-01-17,978000,0,0,0,0
dept_c,2026-01-18,979000,0,0,0,0
dept_c,2026-01-19,1301000,1,0,0,0
dept_c,2026-01-20,1201000,0,0,0,0
dept_c,2026-01-21,1264000,0,0,0,0
dept_c,2026-01-22,1165000,0,0,0,0
dept_c,2026-01-23,1022000,0,0,0,0
dept_c,2026-01-24,986000,0,0,0,0
dept_c,2026-01-25,987000,0,0,0,0
dept_c,2026-01-26,1129000,0,0,0,0
dept_c,2026-01-27,1209000,0,0,0,0
dept_c,2026-01-28,1272000,0,0,0,0
dept_c,2026-01-29,1173000,0,0,0,1
dept_c,2026-01-30,1093000,0,0,0,1
dept_c,2026-01-31,994000,0,0,0,1
dept_c,2026-02-01,1042000,0,0,1,0
dept_c,2026-02-02,1184000,0,0,1,0
dept_c,2026-02-03,1264000,0,0,0,0
dept_c,2026-02-04,1327000,0,0,0,0
dept_c,2026-02-05,1229000,0,0,0,0
dept_c,2026-02-06,1148000,0,0,0,0
dept_c,2026-02-07,1050000,0,0,0,0
dept_c,2026-02-08,1333000,0,1,0,0
dept_c,2026-02-09,1413000,0,1,0,0
dept_c,2026-02-10,1550000,0,1,0,0
dept_c,2026-02-11,1550000,0,1,0,0
dept_c,2026-02-12,1237000,0,0,0,0
dept_c,2026-02-13,1157000,0,0,0,0
dept_c,2026-02-14,1058000,0,0,0,0
dept_c,2026-02-15,1121000,0,0,0,0
dept_c,2026-02-16,1381000,1,0,0,0
dept_c,2026-02-17,1343000,0,0,0,0
dept_c,2026-02-18,1344000,0,0,0,0
dept_c,2026-02-19,1308000,0,0,0,0
dept_c,2026-02-20,1165000,0,0,0,0
dept_c,2026-02-21,1129000,0,0,0,0
dept_c,2026-02-22,1129000,0,0,0,0
dept_c,2026-02-23,1209000,0,0,0,0
dept_c,2026-02-24,1351000,0,0,0,0
dept_c,2026-02-25,1352000,0,0,0,0
dept_c,2026-02-26,1316000,0,0,0,0
dept_c,2026-02-27,1173000,0,0,0,0
dept_c,2026-02-28,1137000,0,0,0,0
dept_c,2026-03-01,1184000,0,0,1,0
dept_c,2026-03-02,1327000,0,0,1,0
dept_c,2026-03-03,1407000,0,0,0,0
dept_c,2026-03-04,1407000,0,0,0,0
dept_c,2026-03-05,1371000,0,0,0,0
dept_c,2026-03-06,1228000,0,0,0,0
dept_c,2026-03-07,1192000,0,0,0,0
dept_c,2026-03-08,1412000,0,1,0,0
dept_c,2026-03-09,1550000,0,1,0,0
dept_c,2026-03-10,1550000,0,1,0,0
dept_c,2026-03-11,1550000,0,1,0,0
dept_c,2026-03-12,1379000,0,0,0,0
dept_c,2026-03-13,1299000,0,0,0,0
dept_c,2026-03-14,1200000,0,0,0,0
dept_c,2026-03-15,1200000,0,0,0,0
dept_c,2026-03-16,1343000,0,0,0,0
dept_c,2026-03-17,1423000,0,0,0,0
dept_c,2026-03-18,1486000,0,0,0,0
dept_c,2026-03-19,1387000,0,0,0,0
dept_c,2026-03-20,1307000,0,0,0,0
dept_c,2026-03-21,1208000,0,0,0,0
dept_c,2026-03-22,1271000,0,0,0,0
dept_c,2026-03-23,1351000,0,0,0,0
dept_c,2026-03-24,1494000,0,0,0,0
dept_c,2026-03-25,1494000,0,0,0,0
dept_c,2026-03-26,1395000,0,0,0,0
dept_c,2026-03-27,1315000,0,0,0,0
dept_c,2026-03-28,1216000,0,0,0,0
dept_c,2026-03-29,1279000,0,0,0,1
dept_c,2026-03-30,1359000,0,0,0,1
dept_c,2026-03-31,1502000,0,0,0,1
